Player,College,State,AV
Cameron Bradfield,,MI,49.00
Chris Wormley,Central Michigan University,MI,49.00
E.J. Biggers,,MI,48.40
Braylon Edwards,Central Michigan University,MI,48.00
Chris Rucker,,MI,48.00
John Henderson,Central Michigan University,MI,48.00
John Henderson,East Tennessee State University,MI,48.00
Matt Wile,Central Michigan University,MI,48.00
Morgan Trent,Central Michigan University,MI,48.00
Brian Hoyer,,MI,46.75
Nick McDonald,,MI,46.33
Josh Gordy,Central Michigan University,MI,46.25
Jeremy Langford,,MI,46.00
Joel Heath,,MI,45.33
Carl Davis,Central Michigan University,MI,44.00
Carl Davis,Iowa State University,MI,44.00
Jay Feely,Central Michigan University,MI,43.25
Denard Robinson,Central Michigan University,MI,42.00
Plaxico Burress,,MI,42.00
Steve Breaston,Central Michigan University,MI,42.00
Nick Bellore,Central Michigan University,MI,40.50
Andre Holmes,Hillsdale College,MI,40.00
Bennie Fowler,,MI,40.00
Delano Hill,Central Michigan University,MI,40.00
Chad Henne,Central Michigan University,MI,38.43
Trent Robinson,,MI,37.50
Willie Smith,Central Michigan University,MI,37.50
Willie Smith,East Carolina University,MI,37.50
Willie Smith,,MI,37.50
Jarrod Wilson,Central Michigan University,MI,37.33
Josh Shaw,,MI,37.00
Josh Shaw,,MI,37.00
Max Bullough,,MI,35.67
Stephen Schilling,Central Michigan University,MI,34.75
Tim Jamison,Central Michigan University,MI,34.75
Zoltan Mesko,Central Michigan University,MI,34.00
Tony Lippett,,MI,33.67
Dion Sims,,MI,32.17
Aaron Burbridge,,MI,32.00
Amara Darboh,Central Michigan University,MI,32.00
Charlie Batch,,MI,32.00
Chris Wilson,,MI,32.00
Derrick Mason,,MI,32.00
Erik Magnuson,Central Michigan University,MI,32.00
Freddie Bishop,,MI,32.00
Kavon Frazier,Central Michigan University,MI,32.00
Keith Mumphery,,MI,32.00
Kurtis Drummond,,MI,32.00
Zurlon Tipton,Central Michigan University,MI,32.00
Garrett Celek,,MI,30.71
David Molk,Central Michigan University,MI,30.33
Javon Ringer,,MI,29.50
Ryan Glasgow,Central Michigan University,MI,29.50
Drew Nowak,,MI,29.33
Drew Stanton,,MI,27.60
Leterrius Walton,Central Michigan University,MI,25.50
Jordan Kovacs,Central Michigan University,MI,25.00
Junior Hemingway,Central Michigan University,MI,25.00
Shilique Calhoun,,MI,25.00
Andy Mulumba,,MI,23.33
Kellen Davis,,MI,23.33
Richard Ash,Central Michigan University,MI,23.33
Jerel Worthy,,MI,22.50
Brandon McKinney,,MI,21.50
Jeff Janis,,MI,21.50
Kyle Kalis,Central Michigan University,MI,21.50
Lawrence Thomas,,MI,21.50
Paul Hazel,,MI,21.50
Edwin Baker,,MI,18.00
Kenny Demens,Central Michigan University,MI,18.00
Taiwan Jones,,MI,18.00
Taiwan Jones,,MI,18.00
Fitzgerald Toussaint,Central Michigan University,MI,16.25
Adrian Arrington,Central Michigan University,MI,11.00
B.J. Cunningham,,MI,11.00
Blair White,,MI,11.00
Brennen Beyer,Central Michigan University,MI,11.00
Bronson Hill,,MI,11.00
Chris Greenwood,,MI,11.00
Connor Cook,,MI,11.00
Cooper Rush,Central Michigan University,MI,11.00
Daniel Braverman,,MI,11.00
Darius Jackson,,MI,11.00
Dave Rayner,,MI,11.00
Demetrious Cox,,MI,11.00
Devin Thomas,,MI,11.00
Glenn Winston,,MI,11.00
Jake Lampman,,MI,11.00
Jake Rudock,Central Michigan University,MI,11.00
James Rogers,Central Michigan University,MI,11.00
Jehu Chesson,Central Michigan University,MI,11.00
Joe Kerridge,Central Michigan University,MI,11.00
John Potter,,MI,11.00
Johnny Adams,,MI,11.00
Jonas Mouton,Central Michigan University,MI,11.00
Jordan White,,MI,11.00
Nick Hixson,Hillsdale College,MI,11.00
Ogemdi Nwagbuo,,MI,11.00
Prescott Burgess,Central Michigan University,MI,11.00
Rob Callaway,,MI,11.00
Vince Agnew,Central Michigan University,MI,11.00
Willie Beavers,,MI,11.00
De'Vondre Campbell,"Minnesota State University, Mankato",MN,81.33
Eric Decker,"Minnesota State University, Mankato",MN,79.14
Adam Thielen,,MN,72.40
Briean Boddy-Calhoun,"Minnesota State University, Mankato",MN,61.33
Marion Barber,"Minnesota State University, Mankato",MN,59.00
Marion Barber,"Minnesota State University, Mankato",MN,59.00
Damien Wilson,"Minnesota State University, Mankato",MN,55.75
Ra'Shede Hageman,"Minnesota State University, Mankato",MN,51.00
Marcus Sherels,"Minnesota State University, Mankato",MN,42.75
Chris Reed,,MN,42.67
Eric Murray,"Minnesota State University, Mankato",MN,41.00
Maxx Williams,"Minnesota State University, Mankato",MN,37.33
David Cobb,"Minnesota State University, Mankato",MN,32.00
Tony Carter,"Minnesota State University, Mankato",MN,30.00
Tony Carter,,MN,30.00
Brock Vereen,"Minnesota State University, Mankato",MN,29.50
Zach Moore,,MN,25.50
MarQueis Gray,"Minnesota State University, Mankato",MN,19.40
Aaron Brown,"Minnesota State University, Mankato",MN,11.00
Aaron Brown,,MN,11.00
Aaron Brown,,MN,11.00
Brian Leonhardt,,MN,11.00
Dominique Barber,"Minnesota State University, Mankato",MN,11.00
Isaac Fruechte,"Minnesota State University, Mankato",MN,11.00
Jalen Myrick,"Minnesota State University, Mankato",MN,11.00
Matt Spaeth,"Minnesota State University, Mankato",MN,11.00
Nate Triplett,"Minnesota State University, Mankato",MN,11.00
Dan Connolly,,MO,90.00
Justin Britt,Missouri Southern State University,MO,88.20
Jeremy Maclin,Missouri Southern State University,MO,82.33
Mitch Morse,Missouri Southern State University,MO,79.75
C.J. Mosley,Missouri Southern State University,MO,78.20
C.J. Mosley,University of Alabama,MO,78.20
William Moore,Missouri Southern State University,MO,71.00
Aldon Smith,Missouri Southern State University,MO,69.80
Connor McGovern,Missouri Southern State University,MO,69.00
Delanie Walker,,MO,66.13
Markus Golden,Missouri Southern State University,MO,63.25
Evander Hood,Missouri Southern State University,MO,63.00
Eric Wright,Missouri Southern State University,MO,61.00
Eric Wright,,MO,61.00
Eric Wright,,MO,61.00
Danario Alexander,Missouri Southern State University,MO,60.50
E.J. Gaines,Missouri Southern State University,MO,60.50
Greg Zuerlein,,MO,55.43
Shane Ray,Missouri Southern State University,MO,54.50
Evan Boehm,Missouri Southern State University,MO,54.00
Sean Weatherspoon,Missouri Southern State University,MO,52.00
Dimitri Patterson,,MO,50.00
Eugene Amano,,MO,50.00
Brandon Williams,Missouri Southern State University,MO,49.85
Brandon Williams,Oregon State University,MO,49.85
Brandon Williams,Texas Tech University,MO,49.85
Brandon Williams,University of Wisconsin at La Crosse,MO,49.85
Brandon Williams,,MO,49.85
Kellen Winslow,Missouri Southern State University,MO,49.67
Kellen Winslow,,MO,49.67
Charles Harris,Missouri Southern State University,MO,49.00
Kony Ealy,Missouri Southern State University,MO,48.20
Tim Barnes,Missouri Southern State University,MO,46.67
Kevin Rutland,Missouri Southern State University,MO,45.50
David Bass,,MO,45.20
Blaine Gabbert,Missouri Southern State University,MO,43.50
Allen Barbre,Missouri Southern State University,MO,43.33
Pierre Desir,,MO,42.40
Brad Smith,Missouri Southern State University,MO,40.25
Brad Smith,,MO,40.25
Jacquies Smith,Missouri Southern State University,MO,40.25
Brandon Dixon,,MO,40.00
Dave Tollefson,,MO,40.00
Dylan Cole,Missouri State University,MO,40.00
Rod Smith,Missouri Southern State University,MO,36.33
Rod Smith,University of Notre Dame,MO,36.33
Rod Smith,,MO,36.33
Andrew Gachkar,Missouri Southern State University,MO,36.14
Clay Harbor,,MO,33.83
Beau Brinkley,Missouri Southern State University,MO,32.00
Kentrell Brothers,Missouri Southern State University,MO,32.00
Colin Brown,Missouri Southern State University,MO,30.33
Zaviar Gooden,Missouri Southern State University,MO,30.33
Brian Dixon,,MO,25.00
Curtis Brown,Missouri Southern State University,MO,25.00
Curtis Brown,North Central Texas College,MO,25.00
Mike Jordan,,MO,25.00
Marcus Murphy,Missouri Southern State University,MO,21.50
Chase Daniel,Missouri Southern State University,MO,20.88
Brian Schaefering,,MO,11.00
David Arkin,Missouri State University,MO,11.00
Dominique Hamilton,Missouri Southern State University,MO,11.00
Jerrell Jackson,Missouri Southern State University,MO,11.00
John Clay,Missouri Southern State University,MO,11.00
John Clay,University of Wisconsin at La Crosse,MO,11.00
Martin Rucker,Missouri Southern State University,MO,11.00
Michael Egnew,Missouri Southern State University,MO,11.00
Michael Hill,,MO,11.00
Paul McRoberts,,MO,11.00
Roger Allen,,MO,11.00
Russell Hansbrough,Missouri Southern State University,MO,11.00
Sean Culkin,Missouri Southern State University,MO,11.00
Eli Manning,Mississippi College,MS,94.13
Fletcher Cox,,MS,91.57
Benardrick McKinney,,MS,89.25
Patrick Willis,Mississippi College,MS,88.00
K.J. Wright,,MS,86.00
Jamie Collins,University of Southern Mississippi,MS,84.67
Laremy Tunsil,Mississippi College,MS,81.00
Preston Smith,,MS,80.50
BenJarvus Green-Ellis,Mississippi College,MS,80.00
David Stewart,,MS,79.00
Gabe Jackson,,MS,78.80
Darius Slay,,MS,77.17
Bobby Massie,Mississippi College,MS,77.14
Tommy Kelly,,MS,77.00
John Jerry,Mississippi College,MS,76.86
Demar Dotson,University of Southern Mississippi,MS,76.25
Mike Wallace,Mississippi College,MS,76.00
Michael Oher,Mississippi College,MS,73.33
Jalen Richard,University of Southern Mississippi,MS,72.67
Peria Jerry,Mississippi College,MS,68.33
Donte Moncrief,Mississippi College,MS,65.80
Chris Clark,University of Southern Mississippi,MS,65.63
Jermey Parnell,Mississippi College,MS,65.38
Michael Boley,University of Southern Mississippi,MS,65.33
Denico Autry,,MS,64.00
Kendrick Lewis,Mississippi College,MS,61.14
Chris Spencer,Mississippi College,MS,59.75
Jamarca Sanford,Mississippi College,MS,55.20
Dexter McCluster,Mississippi College,MS,54.67
Mike Hilton,Mississippi College,MS,53.50
Ashlee Palmer,Mississippi College,MS,53.00
Donald Driver,,MS,52.50
Pernell McPhee,,MS,52.38
Cassius Vaughn,Mississippi College,MS,50.00
Rashod Hill,University of Southern Mississippi,MS,50.00
Lamar Holmes,University of Southern Mississippi,MS,49.33
Laquon Treadwell,Mississippi College,MS,48.00
Mario Haggan,,MS,48.00
Stacy Andrews,Mississippi College,MS,48.00
Johnthan Banks,,MS,47.40
Jamar Chaney,,MS,45.00
Bradley Sowell,Mississippi College,MS,44.71
Kyle Love,,MS,43.75
Rakeem Nunez-Roches,University of Southern Mississippi,MS,43.75
Vick Ballard,,MS,42.00
Robert Nkemdiche,Mississippi College,MS,41.67
Trumaine McBride,Mississippi College,MS,41.00
D.J. Jones,Mississippi College,MS,40.00
Brandon Bolden,Mississippi College,MS,39.00
Anthony Dixon,,MS,37.40
Vincent Brown,,MS,37.20
Jeremy Bridges,University of Southern Mississippi,MS,35.00
Josh Boyd,,MS,34.00
Cameron Lawrence,,MS,32.00
Titus Brown,,MS,32.00
Trae Elston,Mississippi College,MS,32.00
Cody Core,Mississippi College,MS,30.33
Marcus Benard,,MS,30.33
Emmanuel Stephens,Mississippi College,MS,29.50
Derek Sherrod,,MS,26.75
Jerrell Powe,Mississippi College,MS,25.50
Micheal Spurlock,Mississippi College,MS,24.75
Carlos Thompson,Mississippi College,MS,21.50
Chad Williams,University of Southern Mississippi,MS,21.50
Chad Williams,,MS,21.50
Channing Ward,Mississippi College,MS,21.50
Cordarro Law,University of Southern Mississippi,MS,21.50
Deontae Skinner,,MS,21.50
Gerald McRath,University of Southern Mississippi,MS,21.50
Josh Cooper,Mississippi College,MS,21.50
Josh Cooper,,MS,21.50
Marcus Johnson,Mississippi College,MS,21.50
Marcus Johnson,North Central Texas College,MS,21.50
Woodrow Hamilton,Mississippi College,MS,21.50
Derrick Jones,Mississippi College,MS,11.00
Derrick Jones,,MS,11.00
Emmanuel Arceneaux,,MS,11.00
Gerald Rivers,Mississippi College,MS,11.00
Jaymar Johnson,,MS,11.00
Jerious Norwood,,MS,11.00
Kalan Reed,University of Southern Mississippi,MS,11.00
Kaleb Eulls,,MS,11.00
Marshay Green,Mississippi College,MS,11.00
Reggie Kelly,,MS,11.00
Ronald Fields,,MS,11.00
Taveze Calhoun,,MS,11.00
Trumaine Johnson,,MT,70.71
Trumaine Johnson,,MT,70.71
Kroy Biermann,,MT,58.00
Dan Carpenter,,MT,56.83
Jimmy Wilson,,MT,50.60
Dane Fletcher,,MT,46.00
Michael Person,,MT,44.33
Brock Coyle,,MT,42.40
Ken Amato,,MT,32.00
Jordan Tripp,,MT,26.75
Marc Mariani,,MT,22.60
Lex Hilliard,,MT,21.50
Tyrone Holmes,,MT,21.50
Shann Schillinger,,MT,18.00
Caleb McSurdy,,MT,11.00
Chase Reynolds,,MT,11.00
Zach Minter,,MT,11.00
Isaac Redman,,MY,45.33
Delano Johnson,,MY,11.00
Philip Rivers,,NC,97.38
Joe Thuney,,NC,91.00
Calvin Pace,Wake Forest University,NC,89.40
Linval Joseph,East Carolina University,NC,88.38
Jeff Saturday,North Carolina A&T State University,NC,87.50
Julius Peppers,North Carolina A&T State University,NC,84.38
Adrian Wilson,,NC,84.00
Matt Skura,Duke University,NC,84.00
Laken Tomlinson,Duke University,NC,82.00
J.R. Sweezy,,NC,81.50
Brandon Moore,Duke University,NC,81.00
Brandon Moore,East Oklahoma State College,NC,81.00
Brandon Moore,Eastern Illinois University,NC,81.00
Giovani Bernard,North Carolina A&T State University,NC,80.67
Mario Williams,,NC,80.67
Russell Bodine,North Carolina A&T State University,NC,79.40
Robert Quinn,North Carolina A&T State University,NC,78.13
Tyson Clabo,Wake Forest University,NC,76.75
Manny Lawson,,NC,76.00
Jamison Crowder,Duke University,NC,75.00
Sylvester Williams,North Carolina A&T State University,NC,74.00
Zach Brown,North Carolina A&T State University,NC,72.43
Quinton Coples,North Carolina A&T State University,NC,71.00
Stephen Tulloch,,NC,71.00
Eric Ebron,North Carolina A&T State University,NC,70.20
Sean Locklear,,NC,69.00
Larry Ogunjobi,University of North Carolina at Charlotte,NC,68.50
James Hurst,North Carolina A&T State University,NC,68.40
Hakeem Nicks,North Carolina A&T State University,NC,68.00
Ted Larsen,,NC,67.00
Jason Brown,North Carolina A&T State University,NC,66.00
Tre Boston,North Carolina A&T State University,NC,64.40
Jerricho Cotchery,,NC,64.20
Vincent Rey,Duke University,NC,64.13
Kenny Moore,Wake Forest University,NC,63.50
Kenny Moore,,NC,63.50
David Amerson,,NC,63.33
Marquel Lee,Wake Forest University,NC,62.50
Ben Watson,Duke University,NC,62.29
Guy Whimper,East Carolina University,NC,60.00
Greg Little,North Carolina A&T State University,NC,59.25
Da'Norris Searcy,North Carolina A&T State University,NC,58.50
Denzelle Good,Mars Hill College,NC,57.25
Ross Cockrell,Duke University,NC,57.00
Garrett Reynolds,North Carolina A&T State University,NC,56.17
Willie Young,,NC,56.14
Willie Young,,NC,56.14
Willie Young,,NC,56.14
William Hayes,,NC,55.88
Josh Jones,,NC,53.50
Jonathan Cooper,North Carolina A&T State University,NC,52.80
Connor Barth,North Carolina A&T State University,NC,52.50
Cam Thomas,North Carolina A&T State University,NC,50.43
Ryan Smith,,NC,50.00
Bruce Carter,North Carolina A&T State University,NC,49.25
Aaron Curry,Wake Forest University,NC,48.00
Lucas Patrick,Duke University,NC,48.00
Mack Hollins,North Carolina A&T State University,NC,48.00
Chris Givens,Wake Forest University,NC,47.40
Chris Givens,,NC,47.40
Earl Wolff,,NC,45.50
Thaddeus Lewis,Duke University,NC,45.50
Kyle Wilber,Wake Forest University,NC,45.29
Mike Glennon,,NC,44.20
Dontae Johnson,,NC,42.40
Joe Looney,Wake Forest University,NC,41.14
T.J. Graham,,NC,40.25
Juwan Thompson,Duke University,NC,40.00
Nazair Jones,North Carolina A&T State University,NC,40.00
Ryan Switzer,North Carolina A&T State University,NC,40.00
Markus Kuhn,,NC,37.50
Dwayne Harris,East Carolina University,NC,35.38
Audie Cole,,NC,34.20
Brandon Tate,North Carolina A&T State University,NC,32.75
Greg Warren,North Carolina A&T State University,NC,32.00
Jabari Price,North Carolina A&T State University,NC,32.00
Jesse Holley,North Carolina A&T State University,NC,32.00
Joe Zelenka,Wake Forest University,NC,32.00
Patrick Bailey,Duke University,NC,32.00
Patrick Mannelly,Duke University,NC,32.00
Thomas Hennessy,Duke University,NC,32.00
Shaun Draughn,North Carolina A&T State University,NC,31.33
Cooper Helfet,Duke University,NC,30.33
Juston Burris,,NC,30.33
Vonta Leach,East Carolina University,NC,30.33
Alphonso Smith,Wake Forest University,NC,29.50
T.J. Yates,North Carolina A&T State University,NC,28.67
Michael Campanaro,Wake Forest University,NC,28.25
Brandon Ghee,Wake Forest University,NC,26.75
Josh Bush,Wake Forest University,NC,26.75
Josh Hawkins,East Carolina University,NC,25.00
Marvin Austin,North Carolina A&T State University,NC,25.00
Steve Vallos,Wake Forest University,NC,23.33
Jumal Rolle,Catawba College,NC,21.50
L.J. McCray,Catawba College,NC,21.50
T.Y. McGill,,NC,21.50
Terrance Copper,East Carolina University,NC,21.50
Ayodeji Olatoye,,NC,18.00
Kevin Reddick,North Carolina A&T State University,NC,18.00
Tommy Bohanon,Wake Forest University,NC,15.20
Anthony Hill,,NC,11.00
Carlos Fields,,NC,11.00
Chris DeGeare,Wake Forest University,NC,11.00
Cyhl Quarles,Wake Forest University,NC,11.00
DeMario Pressley,,NC,11.00
Don Jackson,North Carolina A&T State University,NC,11.00
Don Jackson,University of Nevada-Las Vegas,NC,11.00
Elijah Hood,North Carolina A&T State University,NC,11.00
Eron Riley,Duke University,NC,11.00
Jay Ross,East Carolina University,NC,11.00
Jeremy Cash,Duke University,NC,11.00
John McCargo,,NC,11.00
Johnny Maxey,Mars Hill College,NC,11.00
Johnny White,North Carolina A&T State University,NC,11.00
Kenny Anunike,Duke University,NC,11.00
Kenny Okoro,Wake Forest University,NC,11.00
Kentwan Balmer,North Carolina A&T State University,NC,11.00
Lance Lewis,East Carolina University,NC,11.00
Matt Daniels,Duke University,NC,11.00
Matthew Dayes,,NC,11.00
Max McCaffrey,Duke University,NC,11.00
Michael Brooks,East Carolina University,NC,11.00
Michael Brooks,,NC,11.00
Michael Brooks,,NC,11.00
Nikita Whitlock,Wake Forest University,NC,11.00
Ovie Mughelli,Wake Forest University,NC,11.00
Quan Sturdivant,North Carolina A&T State University,NC,11.00
Richard Medlin,,NC,11.00
Richard Quinn,North Carolina A&T State University,NC,11.00
Rodney Austin,Elon University,NC,11.00
Sean Renfree,Duke University,NC,11.00
Steven Baker,East Carolina University,NC,11.00
Terrell Manning,,NC,11.00
Tobais Palmer,,NC,11.00
Zack Pianalto,North Carolina A&T State University,NC,11.00
Joe Haeg,,ND,77.00
Kyle Emanuel,,ND,68.25
Chris Kuper,North Dakota State University,ND,56.67
Joe Mays,,ND,56.00
Craig Dahl,,ND,51.00
Ramon Humber,,ND,47.00
Billy Turner,,ND,40.00
Paul Cornick,,ND,38.50
C.J. Smith,,ND,21.50
Jim Kleinsasser,North Dakota State University,ND,11.00
John Crockett,,ND,11.00
Matt Veldman,,ND,11.00
Ndamukong Suh,University of Nebraska at Kearney,NE,90.75
Lavonte David,University of Nebraska at Kearney,NE,90.00
Dominic Raiola,University of Nebraska at Kearney,NE,89.00
Richie Incognito,University of Nebraska at Kearney,NE,87.67
Kyle Vanden Bosch,University of Nebraska at Kearney,NE,87.00
Maliek Collins,University of Nebraska at Kearney,NE,81.00
Jared Crick,University of Nebraska at Kearney,NE,73.40
Matt Slauson,University of Nebraska at Kearney,NE,71.75
Scott Shanle,University of Nebraska at Kearney,NE,66.50
Alex Lewis,University of Nebraska at Kearney,NE,66.00
Alex Lewis,University of Wisconsin at La Crosse,NE,66.00
Prince Amukamara,University of Nebraska at Kearney,NE,65.88
Carl Nicks,University of Nebraska at Kearney,NE,65.67
Danny Woodhead,,NE,64.00
Chris Kelsay,University of Nebraska at Kearney,NE,60.50
William Compton,University of Nebraska at Kearney,NE,55.67
Adam Carriker,University of Nebraska at Kearney,NE,55.50
Sam Koch,University of Nebraska at Kearney,NE,54.88
Quincy Enunwa,University of Nebraska at Kearney,NE,53.75
Jeremiah Sirles,University of Nebraska at Kearney,NE,53.00
Barrett Ruud,University of Nebraska at Kearney,NE,52.50
Brent Qvale,University of Nebraska at Kearney,NE,50.75
Roy Helu,University of Nebraska at Kearney,NE,49.40
Demorrio Williams,University of Nebraska at Kearney,NE,49.00
Nathan Gerry,University of Nebraska at Kearney,NE,48.00
Zaire Anderson,University of Nebraska at Kearney,NE,48.00
Ameer Abdullah,University of Nebraska at Kearney,NE,47.25
Alex Henery,University of Nebraska at Kearney,NE,43.25
Zackary Bowman,University of Nebraska at Kearney,NE,42.80
Daimion Stafford,University of Nebraska at Kearney,NE,42.75
DeJon Gomes,University of Nebraska at Kearney,NE,42.67
Rex Burkhead,University of Nebraska at Kearney,NE,42.50
Randy Gregory,University of Nebraska at Kearney,NE,41.00
Eric Hagg,University of Nebraska at Kearney,NE,40.00
Stewart Bradley,University of Nebraska at Kearney,NE,40.00
Vincent Valentine,University of Nebraska at Kearney,NE,35.00
Garrett Gilkey,,NE,32.00
Mohammed Seisay,University of Nebraska at Kearney,NE,32.00
Russ Hochstein,University of Nebraska at Kearney,NE,32.00
Niles Paul,University of Nebraska at Kearney,NE,29.14
Andy Janovich,University of Nebraska at Kearney,NE,25.00
Kenny Onatolu,,NE,21.50
Larry Asante,University of Nebraska at Kearney,NE,21.50
Brandon Jackson,University of Nebraska at Kearney,NE,11.00
Bryson Keeton,University of Nebraska at Kearney,NE,11.00
Cethan Carter,University of Nebraska at Kearney,NE,11.00
Givens Price,University of Nebraska at Kearney,NE,11.00
Greg Orton,University of Nebraska at Kearney,NE,11.00
Jason Ankrah,University of Nebraska at Kearney,NE,11.00
Keith Williams,University of Nebraska at Kearney,NE,11.00
Keith Williams,,NE,11.00
Marcel Jones,University of Nebraska at Kearney,NE,11.00
Mason Brodine,,NE,11.00
Michael Higgins,,NE,11.00
Mike McNeill,University of Nebraska at Kearney,NE,11.00
Phillip Dillard,University of Nebraska at Kearney,NE,11.00
Stanley Jean-Baptiste,University of Nebraska at Kearney,NE,11.00
Stephen Goodin,,NE,11.00
Trevor Roach,University of Nebraska at Kearney,NE,11.00
Zach Potter,University of Nebraska at Kearney,NE,11.00
Corey Graham,University of New Hampshire,NH,67.88
Ray Rice,"Rutgers, the State University of New Jersey",NJ,87.33
Jeremy Zuttah,"Rutgers, the State University of New Jersey",NJ,83.00
Devin McCourty,"Rutgers, the State University of New Jersey",NJ,82.75
Mohamed Sanu,"Rutgers, the State University of New Jersey",NJ,75.86
Jason McCourty,"Rutgers, the State University of New Jersey",NJ,72.75
Logan Ryan,"Rutgers, the State University of New Jersey",NJ,71.50
Miles Austin,Monmouth University,NJ,64.00
Brandon Coleman,"Rutgers, the State University of New Jersey",NJ,60.00
Kenny Britt,"Rutgers, the State University of New Jersey",NJ,58.43
Tim Wright,"Rutgers, the State University of New Jersey",NJ,54.67
Tiquan Underwood,"Rutgers, the State University of New Jersey",NJ,47.67
Marcus Cooper,"Rutgers, the State University of New Jersey",NJ,46.17
Gary Gibson,"Rutgers, the State University of New Jersey",NJ,42.67
Khaseem Greene,"Rutgers, the State University of New Jersey",NJ,40.00
Jonathan Freeny,"Rutgers, the State University of New Jersey",NJ,38.00
Brian Leonard,"Rutgers, the State University of New Jersey",NJ,37.50
Seth Devalve,Princeton University,NJ,37.33
Caraun Reid,Princeton University,NJ,36.00
Joe Lefeged,"Rutgers, the State University of New Jersey",NJ,35.67
Clark Harris,"Rutgers, the State University of New Jersey",NJ,35.38
Tyler Kroft,"Rutgers, the State University of New Jersey",NJ,33.50
Courtney Greene,"Rutgers, the State University of New Jersey",NJ,32.00
Gary Brackett,"Rutgers, the State University of New Jersey",NJ,32.00
Joe Porter,"Rutgers, the State University of New Jersey",NJ,32.00
Kevin Haslam,"Rutgers, the State University of New Jersey",NJ,32.00
Mike Catapano,Princeton University,NJ,30.33
George Johnson,"Rutgers, the State University of New Jersey",NJ,28.00
Andrew DePaola,"Rutgers, the State University of New Jersey",NJ,27.80
Leonte Carroo,"Rutgers, the State University of New Jersey",NJ,25.00
Jose Gumbs,Monmouth University,NJ,21.50
Neal Sterling,Monmouth University,NJ,21.50
Alex Silvestro,"Rutgers, the State University of New Jersey",NJ,11.00
Alex Tanney,Monmouth University,NJ,11.00
Andrew Turzilli,"Rutgers, the State University of New Jersey",NJ,11.00
D.C. Jefferson,"Rutgers, the State University of New Jersey",NJ,11.00
Desmond Wynn,"Rutgers, the State University of New Jersey",NJ,11.00
Hakeem Valles,Monmouth University,NJ,11.00
Ka'lial Glaud,"Rutgers, the State University of New Jersey",NJ,11.00
Kevin Malast,"Rutgers, the State University of New Jersey",NJ,11.00
Michael Burton,"Rutgers, the State University of New Jersey",NJ,11.00
Quentin Gause,"Rutgers, the State University of New Jersey",NJ,11.00
Reggie Stephens,"Rutgers, the State University of New Jersey",NJ,11.00
Ryan D'Imperio,"Rutgers, the State University of New Jersey",NJ,11.00
Steve Beauharnais,"Rutgers, the State University of New Jersey",NJ,11.00
Glover Quin,New Mexico Highlands University,NM,80.50
Byron Bell,New Mexico Highlands University,NM,78.57
Quincy Black,New Mexico Highlands University,NM,62.50
Tony Wragge,,NM,59.00
Ryan Cook,New Mexico Highlands University,NM,55.50
Robert Turner,New Mexico Highlands University,NM,51.67
Robert Turner,,NM,51.67
Jonte Green,,NM,45.50
Davon House,,NM,44.88
Dillon Farrell,New Mexico Highlands University,NM,32.00
Erik Cook,New Mexico Highlands University,NM,32.00
Kyle Nelson,,NM,26.00
Marcus Smith,New Mexico Highlands University,NM,23.60
Marcus Smith,University of Louisville,NM,23.60
Carmen Messina,New Mexico Highlands University,NM,11.00
Jeremy Harris,,NM,11.00
Lamaar Thomas,New Mexico Highlands University,NM,11.00
Taveon Rogers,,NM,11.00
Colin Kaepernick,University of Nevada-Las Vegas,NV,76.50
Joel Bitonio,University of Nevada-Las Vegas,NV,73.40
Harvey Dahl,University of Nevada-Las Vegas,NV,70.33
Nate Burleson,University of Nevada-Las Vegas,NV,66.33
Josh Mauga,University of Nevada-Las Vegas,NV,58.25
Rishard Matthews,University of Nevada-Las Vegas,NV,55.00
James-Michael Johnson,University of Nevada-Las Vegas,NV,49.50
Kevin Thomas,,NV,48.00
Kevin Thomas,,NV,48.00
Kevin Thomas,,NV,48.00
Duke Williams,University of Nevada-Las Vegas,NV,45.50
Jeremiah Valoaga,,NV,32.00
Jonathon Amaya,University of Nevada-Las Vegas,NV,32.00
Tony Moll,University of Nevada-Las Vegas,NV,32.00
Isaiah Frey,University of Nevada-Las Vegas,NV,30.33
Martin Tevaseu,,NV,29.50
Frank Summers,,NV,21.50
John Lotulelei,,NV,21.50
Torry McTyer,,NV,21.50
Zach Sudfeld,University of Nevada-Las Vegas,NV,21.50
Kaelin Burnett,University of Nevada-Las Vegas,NV,18.00
Chris Barker,University of Nevada-Las Vegas,NV,11.00
Dontay Moch,University of Nevada-Las Vegas,NV,11.00
Isaako Aaitui,,NV,11.00
Quinton Pointer,,NV,11.00
Tray Session,University of Nevada-Las Vegas,NV,11.00
Khalil Mack,Buffalo State College,NY,95.40
Chandler Jones,Syracuse University,NY,90.00
Marques Colston,Hofstra University,NY,87.80
Jameel McClain,Syracuse University,NY,84.00
Ali Marpet,Hobart and William Smith Colleges,NY,83.00
John Brown,Syracuse University,NY,72.20
John Brown,,NY,72.20
John Brown,,NY,72.20
Justin Pugh,Syracuse University,NY,71.00
James Starks,Buffalo State College,NY,68.83
Steve Gregory,Syracuse University,NY,68.33
Donovan McNabb,Syracuse University,NY,66.00
Stephen Bowen,Hofstra University,NY,65.20
Kyle Arrington,Hofstra University,NY,61.40
Willie Colon,Hofstra University,NY,57.80
Arthur Jones,Syracuse University,NY,54.67
Dwight Freeney,Syracuse University,NY,54.00
