,Player,AV_Percentile,State,College
3367,Phil Loadholt,85.0,OK,East Oklahoma State College
3368,Phil Taylor,71.5,TX,Baylor University
3369,Philip Blake,11.0,TX,Baylor University
3370,Philip Rivers,97.375,NC,
3371,Philip Wheeler,64.0,GA,
3372,Phillip Adams,47.0,SC,
3373,Phillip Buchanon,11.0,FL,
3374,Phillip Dillard,11.0,NE,University of Nebraska at Kearney
3375,Phillip Dorsett,57.0,FL,
3376,Phillip Gaines,41.6,TX,Rice University
3377,Phillip Hunt,25.0,TX,Houston Baptist University
3378,Phillip Merling,18.0,SC,Clemson University
3379,Phillip Supernaw,14.5,AR,Ouachita Baptist University
3380,Phillip Tanner,21.5,TN,
3381,Phillip Thomas,48.0,CA,
3382,Phillipkeith Manley,11.0,OH,University of Toledo
3383,Pierre Desir,42.4,MO,
3384,Pierre Garcon,77.75,OH,Mount Union College
3385,Pierre Thomas,73.2,IL,Eastern Illinois University
3386,Pierre Warren,48.0,AL,
3387,Pita Taumoepenu,11.0,UT,College of Eastern Utah
3388,Plaxico Burress,42.0,MI,
3389,Prescott Burgess,11.0,MI,Central Michigan University
3390,Preston Brown,82.2,KY,University of Louisville
3391,Preston Brown,82.2,KY,Vanderbilt University
3392,Preston Parker,36.75,FL,
3393,Preston Smith,80.5,MS,
3394,Prince Amukamara,65.875,NE,University of Nebraska at Kearney
3395,Prince Charles Iworah,11.0,KY,
3396,Prince Miller,11.0,GA,Coastal Georgia Community College
3397,Prince Shembo,48.0,IN,University of Notre Dame
3398,Quan Bray,11.0,AL,Auburn University
3399,Quan Cosby,11.0,TX,North Central Texas College
3400,Quan Sturdivant,11.0,NC,North Carolina A&T State University
3401,Quandre Diggs,58.5,TX,North Central Texas College
3402,Quanterus Smith,32.0,KY,
3403,Quentin Gause,11.0,NJ,"Rutgers, the State University of New Jersey"
3404,Quentin Jammer,64.66666666666667,TX,North Central Texas College
3405,Quincy Black,62.5,NM,New Mexico Highlands University
3406,Quincy Enunwa,53.75,NE,University of Nebraska at Kearney
3407,Quincy Wilson,53.5,FL,Central Florida Community College
3408,Quincy Wilson,53.5,FL,West Virginia State University
3409,Quinn Johnson,11.0,LA,
3410,Quinn Ojinnaka,48.0,NY,Syracuse University
3411,Quinn Porter,11.0,AL,
3412,Quinten Rollins,50.0,OH,
3413,Quintin Demps,55.142857142857146,TX,
3414,Quintin Mikell,79.0,ID,
3415,Quinton Carter,36.333333333333336,OK,East Oklahoma State College
3416,Quinton Coples,71.0,NC,North Carolina A&T State University
3417,Quinton Dial,56.2,AL,University of Alabama
3418,Quinton Dunbar,46.75,FL,Central Florida Community College
3419,Quinton Jefferson,40.666666666666664,MD,College of Southern Maryland
3420,Quinton Patton,40.25,LA,Louisiana Tech University
3421,Quinton Pointer,11.0,NV,
3422,Quinton Spain,71.25,WV,West Virginia State University
3423,Quinton Spears,32.0,TX,Prairie View A&M University
3424,R.J. Stanford,32.0,UT,College of Eastern Utah
3425,Ra'Shede Hageman,51.0,MN,"Minnesota State University, Mankato"
3426,Rafael Bush,38.875,SC,
3427,Raheem Mostert,20.25,IN,Purdue University
3428,Rahim Moore,68.4,CA,
3429,Rakeem Nunez-Roches,43.75,MS,University of Southern Mississippi
3430,Ramik Wilson,62.75,GA,Coastal Georgia Community College
3431,Ramon Harewood,48.0,GA,
3432,Ramon Humber,47.0,ND,
3433,Ramses Barden,40.0,CA,
3434,Randall Cobb,81.5,KY,Eastern Kentucky University
3435,Randall Evans,11.0,KA,
3436,Randall Telfer,11.0,SC,
3437,Randell Johnson,25.0,FL,Florida Atlantic University
3438,Randy Bullock,37.57142857142857,TX,
3439,Randy Gregory,41.0,NE,University of Nebraska at Kearney
3440,Randy McMichael,35.0,GA,Coastal Georgia Community College
3441,Randy Starks,87.2,MD,College of Southern Maryland
3442,Rannell Hall,11.0,FL,Central Florida Community College
3443,Ras-I Dowling,18.0,VA,Medical College of Virginia
3444,Rashaan Melvin,49.6,IL,Northern Illinois University
3445,Rashad Butler,11.0,FL,
3446,Rashad Greene,23.333333333333332,FL,
3447,Rashad Jennings,73.6,VA,Liberty University
3448,Rashad Johnson,66.83333333333333,AL,University of Alabama
3449,Rashad Ross,35.0,AZ,
3450,Rashard Higgins,41.666666666666664,CO,
3451,Rashard Mendenhall,62.0,IL,Eastern Illinois University
3452,Rashard Robinson,52.333333333333336,LA,
3453,Rashaun Allen,11.0,AL,Birmingham-Southern College
3454,Rashawn Scott,11.0,FL,
3455,Rashean Mathis,62.8,FL,Bethune-Cookman College
3456,Rashod Hill,50.0,MS,University of Southern Mississippi
3457,Rasul Douglas,62.5,WV,West Virginia State University
3458,Ray Agnew,11.0,IL,Southern Illinois University Carbondale
3459,Ray Agnew,11.0,IL,
3460,Ray Edwards,74.0,IN,Purdue University
3461,Ray Graham,11.0,PA,University of Pittsburgh
3462,Ray McDonald,86.0,ID,Brigham Young University-Idaho
3463,Ray McDonald,86.0,ID,Central Florida Community College
3464,Ray Rice,87.33333333333333,NJ,"Rutgers, the State University of New Jersey"
3465,Raymond Ventrone,26.75,PA,Villanova University
3466,Rayshawn Jenkins,32.0,FL,
3467,Reagan Maui'a,11.0,HI,Hawaii Pacific University
3468,Red Bryant,76.4,TX,
3469,Reed Doughty,61.333333333333336,CO,University of Northern Colorado
3470,Rees Odhiambo,34.0,ID,
3471,Reggie Bush,64.66666666666667,SC,
3472,Reggie Corner,32.0,OH,University of Akron
3473,Reggie Hodges,32.0,IN,
3474,Reggie Kelly,11.0,MS,
3475,Reggie Nelson,84.25,FL,Central Florida Community College
3476,Reggie Nelson,84.25,FL,
3477,Reggie Ragland,76.0,AL,University of Alabama
3478,Reggie Smith,32.0,OK,East Oklahoma State College
3479,Reggie Smith,32.0,OK,Kansas City Kansas Community College
3480,Reggie Smith,32.0,OK,
3481,Reggie Stephens,11.0,NJ,"Rutgers, the State University of New Jersey"
3482,Reggie Walker,38.75,KA,
3483,Reggie Wayne,84.75,FL,
3484,Reggie Wells,21.5,PA,Clarion University of Pennsylvania
3485,Reid Ferguson,40.0,LA,
3486,Reid Fragel,11.0,OH,
3487,Remi Ayodele,66.0,OK,East Oklahoma State College
3488,Reshad Jones,75.875,GA,Coastal Georgia Community College
3489,Reshard Langford,32.0,TN,Vanderbilt University
3490,Rex Burkhead,42.5,NE,University of Nebraska at Kearney
3491,Rex Hadnot,63.5,TX,Houston Baptist University
3492,Rey Maualuga,77.85714285714286,SC,
3493,Rhett Ellison,35.857142857142854,SC,
3494,Rian Lindell,51.666666666666664,WA,
3495,Ricardo Allen,64.25,IN,Purdue University
3496,Ricardo Lockette,31.0,GA,
3497,Ricardo Louis,40.0,AL,Auburn University
3498,Ricardo Mathews,52.0,OH,University of Cincinnati
3499,Ricardo Silva,35.0,VA,
3500,Rich Ohrnberger,54.0,PA,
3501,Richard Ash,23.333333333333332,MI,Central Michigan University
3502,Richard Bartel,11.0,TX,
3503,Richard Goodman,21.5,FL,
3504,Richard Gordon,11.0,FL,
3505,Richard Marshall,53.0,CA,
3506,Richard Medlin,11.0,NC,
3507,Richard Murphy,11.0,LA,
3508,Richard Quinn,11.0,NC,North Carolina A&T State University
3509,Richard Seymour,77.0,GA,Coastal Georgia Community College
3510,Richard Sherman,87.75,CA,Stanford University
3511,Richie Incognito,87.66666666666667,NE,University of Nebraska at Kearney
3512,Richmond McGee,11.0,TX,North Central Texas College
3513,Rick Lovato,21.5,VA,Old Dominion University
3514,Ricky Brown,11.0,MA,
3515,Ricky Elmore,11.0,AZ,Arizona State University
3516,Ricky Jean-Francois,58.25,LA,
3517,Ricky Lumpkin,18.0,KY,Eastern Kentucky University
3518,Ricky Sapp,18.0,SC,Clemson University
3519,Ricky Seals-Jones,40.0,TX,
3520,Ricky Stanzi,11.0,IA,Iowa State University
3521,Ricky Wagner,79.16666666666667,WI,University of Wisconsin at La Crosse
3522,Ricky Williams,66.0,TX,North Central Texas College
3523,Ricky Williams,66.0,TX,Texas Tech University
3524,Ricky Williams,66.0,TX,
3525,Rico Murray,11.0,OH,
3526,Rigoberto Sanchez,53.5,HI,Hawaii Pacific University
3527,Riley Cooper,61.2,FL,Central Florida Community College
3528,Riley Dixon,48.0,NY,Syracuse University
3529,Riley Reiff,85.71428571428571,IA,Iowa State University
3530,Rishard Matthews,55.0,NV,University of Nevada-Las Vegas
3531,Rob Bironas,60.0,GA,Georgia Southern University
3532,Rob Bruggeman,11.0,IA,Iowa State University
3533,Rob Callaway,11.0,MI,
3534,Rob Francois,30.333333333333332,MA,
3535,Rob Gronkowski,87.875,AZ,Arizona State University
3536,Rob Havenstein,83.0,WI,University of Wisconsin at La Crosse
3537,Rob Housler,40.0,FL,Florida Atlantic University
3538,Rob Jackson,49.666666666666664,KA,
3539,Rob Myers,11.0,UT,
3540,Rob Ninkovich,90.66666666666667,IN,Purdue University
3541,Rob Sims,89.0,OH,
3542,Robbie Gould,58.0,PA,
3543,Robby Anderson,76.66666666666667,TX,Temple College
3544,Robenson Therezie,40.0,AL,Auburn University
3545,Robert Alford,68.5,LA,
3546,Robert Ayers,63.714285714285715,TN,East Tennessee State University
3547,Robert Blanton,38.0,IN,University of Notre Dame
3548,Robert Gallery,73.0,IA,Iowa State University
3549,Robert Geathers,55.75,GA,Coastal Georgia Community College
3550,Robert Golden,43.0,AZ,Arizona State University
3551,Robert Griffin,58.0,TX,Baylor University
3552,Robert Herron,11.0,WY,University of Wyoming
3553,Robert Hughes,18.0,IN,University of Notre Dame
3554,Robert James,18.0,AZ,
3555,Robert James,18.0,AZ,
3556,Robert Johnson,29.5,AL,Auburn University
3557,Robert Johnson,29.5,AL,College of Eastern Utah
3558,Robert Lester,35.0,AL,University of Alabama
3559,Robert Mathis,85.0,AL,
3560,Robert McClain,52.166666666666664,CT,Central Connecticut State University
3561,Robert Meachem,54.5,TN,East Tennessee State University
3562,Robert Nelson,18.0,TX,Baylor University
3563,Robert Nelson,18.0,TX,
3564,Robert Nkemdiche,41.666666666666664,MS,Mississippi College
3565,Robert Quinn,78.125,NC,North Carolina A&T State University
3566,Robert Sands,11.0,WV,West Virginia State University
3567,Robert Steeples,11.0,TN,University of Memphis
3568,Robert Thomas,21.5,AR,Arkansas State University
3569,Robert Thomas,21.5,AR,
3570,Robert Thomas,21.5,AR,
3571,Robert Turbin,47.42857142857143,UT,
3572,Robert Turner,51.666666666666664,NM,New Mexico Highlands University
3573,Robert Turner,51.666666666666664,NM,
3574,Robert Woods,79.66666666666667,SC,
3575,Robert Woods,79.66666666666667,SC,
3576,Robert Woods,79.66666666666667,SC,
3577,Roberto Aguayo,11.0,FL,
3578,Roberto Garza,82.5,TX,
3579,Roberto Wallace,11.0,CA,
3580,Robertson Daniel,11.0,UT,
3581,Rock Cartwright,11.0,KA,
3582,Rocky Bernard,53.5,TX,
3583,Rocky McIntosh,57.0,FL,
3584,Rod Issac,11.0,TN,
3585,Rod Smith,36.333333333333336,MO,Missouri Southern State University
3586,Rod Smith,36.333333333333336,MO,University of Notre Dame
3587,Rod Smith,36.333333333333336,MO,
3588,Rod Streater,39.5,TX,Temple College
3589,Rod Sweeting,32.0,GA,
3590,Roddrick Muckelroy,32.0,TX,North Central Texas College
3591,Roddy White,85.8,AL,
3592,Roderick Hood,48.0,AL,Auburn University
3593,Rodger Saffold,72.25,IN,Indiana State University
3594,Rodney Adams,11.0,FL,South Florida Community College
3595,Rodney Austin,11.0,NC,Elon University
3596,Rodney Gunter,66.25,DE,
3597,Rodney Hudson,72.75,FL,
3598,Rodney McLeod,68.71428571428571,VA,Medical College of Virginia
3599,Rodney Smith,11.0,FL,
3600,Roger Allen,11.0,MO,
3601,Roger Lewis,45.5,OH,Bowling Green State University
3602,Rokevious Watkins,21.5,SC,South Carolina State University
3603,Rolando McClain,75.75,AL,University of Alabama
3604,Roman Harper,71.5,AL,University of Alabama
3605,Romeo Okwara,51.666666666666664,IN,University of Notre Dame
3606,Ron Brooks,35.2,LA,
3607,Ron Edwards,66.0,TX,
3608,Ron Parker,55.0,SC,Newberry College
3609,Ronald Blair,37.333333333333336,,
3610,Ronald Darby,67.5,FL,
3611,Ronald Fields,11.0,MS,
3612,Ronald Johnson,11.0,SC,
3613,Ronald Leary,57.714285714285715,TN,University of Memphis
3614,Ronald Powell,32.0,FL,Central Florida Community College
3615,Ronald Talley,25.0,IN,University of Notre Dame
3616,Ronde Barber,79.0,VA,Medical College of Virginia
3617,Ronnell Lewis,11.0,OK,East Oklahoma State College
3618,Ronnie Brown,44.5,AL,Auburn University
3619,Ronnie Cameron,11.0,VA,Old Dominion University
3620,Ronnie Hillman,62.4,CA,
3621,Ronnie Wingo,11.0,AR,Arkansas State University
3622,Rontez Miles,31.0,CA,
3623,Roosevelt Nix,11.0,OH,
3624,Roosevelt Nix,11.0,OH,
3625,Ropati Pitoitua,56.8,WA,
3626,Roscoe Parrish,11.0,FL,
3627,Ross Cockrell,57.0,NC,Duke University
3628,Ross Travis,11.0,PA,
3629,Ross Ventrone,11.0,PA,Villanova University
3630,Roy Helu,49.4,NE,University of Nebraska at Kearney
3631,Roy Lewis,32.0,WA,Central Washington University
3632,Roy Miller,64.14285714285714,TX,North Central Texas College
3633,Roy Williams,66.0,CA,Azusa Pacific University
3634,Roy Williams,66.0,CA,East Oklahoma State College
3635,Roy Williams,66.0,CA,North Central Texas College
3636,Royce Pollard,11.0,HI,Hawaii Pacific University
3637,Rudy Carpenter,11.0,AZ,
3638,Rudy Ford,32.0,AL,Auburn University
3639,Rufus Johnson,11.0,TX,
3640,Russ Hochstein,32.0,NE,University of Nebraska at Kearney
3641,Russell Allen,74.66666666666667,CA,
3642,Russell Bodine,79.4,NC,North Carolina A&T State University
3643,Russell Hansbrough,11.0,MO,Missouri Southern State University
3644,Russell Okung,85.875,OK,
3645,Russell Shepard,28.666666666666668,LA,
3646,Russell Wilson,98.71428571428571,WI,University of Wisconsin at La Crosse
3647,Rusty Smith,11.0,FL,Florida Atlantic University
3648,Ryan Allen,49.833333333333336,LA,Louisiana Tech University
3649,Ryan Anderson,32.0,AL,University of Alabama
3650,Ryan Baker,11.0,IN,Purdue University
3651,Ryan Broyles,30.333333333333332,OK,East Oklahoma State College
3652,Ryan Carrethers,30.333333333333332,AK,
3653,Ryan Clady,75.6,ID,
3654,Ryan Clark,85.5,LA,
3655,Ryan Cook,55.5,NM,New Mexico Highlands University
3656,Ryan D'Imperio,11.0,NJ,"Rutgers, the State University of New Jersey"
3657,Ryan Delaire,25.0,MD,Towson University
3658,Ryan Diem,66.0,IL,Northern Illinois University
3659,Ryan Donahue,32.0,IA,Iowa State University
3660,Ryan Fitzpatrick,86.5,MA,Harvard University
3661,Ryan Glasgow,29.5,MI,Central Michigan University
3662,Ryan Grant,48.142857142857146,LA,Tulane University
3663,Ryan Grant,48.142857142857146,LA,University of Notre Dame
3664,Ryan Griffin,43.666666666666664,CT,Central Connecticut State University
3665,Ryan Groy,37.8,WI,University of Wisconsin at La Crosse
3666,Ryan Harris,57.8,IN,University of Notre Dame
3667,Ryan Hewitt,19.4,CA,Stanford University
3668,Ryan Jensen,57.0,CO,
3669,Ryan Kalil,81.125,SC,
3670,Ryan Kelly,75.0,AL,University of Alabama
3671,Ryan Kerrigan,90.875,IN,Purdue University
3672,Ryan Lilja,69.5,KA,
3673,Ryan Lindley,14.333333333333334,CA,
3674,Ryan Mahaffey,11.0,IA,University of Northern Iowa
3675,Ryan Mallett,24.8,AR,Arkansas State University
3676,Ryan Mathews,78.33333333333333,CA,
3677,Ryan McBean,35.0,OK,
3678,Ryan Miller,11.0,CO,Colorado State University
3679,Ryan Mouton,32.0,HI,Hawaii Pacific University
3680,Ryan Mundy,61.5,WV,West Virginia State University
3681,Ryan Nassib,11.0,NY,Syracuse University
3682,Ryan O'Malley,11.0,PA,Bloomsburg University of Pennsylvania
3683,Ryan Pickett,80.5,OH,
3684,Ryan Pontbriand,11.0,TX,Rice University
3685,Ryan Quigley,34.2,MA,
3686,Ryan Rau,11.0,OR,
3687,Ryan Robinson,32.0,OK,
3688,Ryan Russell,34.0,IN,Purdue University
3689,Ryan Schraeder,83.0,GA,
3690,Ryan Seymour,29.5,TN,Vanderbilt University
3691,Ryan Shazier,80.25,OH,
3692,Ryan Smith,50.0,NC,
3693,Ryan Spadola,11.0,PA,Lehigh University
3694,Ryan Steed,11.0,SC,Furman University
3695,Ryan Succop,60.25,SC,South Carolina State University
3696,Ryan Switzer,40.0,NC,North Carolina A&T State University
3697,Ryan Tannehill,93.0,TX,
3698,Ryan Taylor,11.0,AL,Auburn University
3699,Ryan Taylor,11.0,AL,North Carolina A&T State University
3700,Ryan Torain,21.5,AZ,
3701,Ryan Wendell,69.6,CA,
3702,Ryan Whalen,11.0,CA,Stanford University
3703,Ryan Williams,32.0,VA,
3704,Sabby Piscitelli,32.0,OR,
3705,Sam Acho,60.625,TX,North Central Texas College
3706,Sam Baker,55.0,OR,
3707,Sam Baker,55.0,OR,
3708,Sam Barrington,24.75,FL,South Florida Community College
3709,Sam Brenner,29.5,UT,College of Eastern Utah
3710,Sam Hurd,32.0,IL,Northern Illinois University
3711,Sam Koch,54.875,NE,University of Nebraska at Kearney
3712,Sam Shields,67.33333333333333,FL,
3713,Sam Tevi,70.5,UT,College of Eastern Utah
3714,Sam Young,41.5,IN,University of Notre Dame
3715,Sam Young,41.5,IN,
3716,Samaje Perine,42.0,OK,East Oklahoma State College
3717,Sammie Coates,24.75,AL,Auburn University
3718,Sammie Lee Hill,61.4,AL,
3719,Sammie Stroughter,11.0,OR,
3720,Sammy Brown,11.0,TX,Houston Baptist University
3721,Sammy Seamster,11.0,TN,
3722,Sammy Watkins,81.2,SC,Clemson University
3723,Samson Ebukam,66.5,WA,
3724,Samson Satele,85.0,HI,Hawaii Pacific University
3725,Sanders Commings,11.0,GA,Coastal Georgia Community College
3726,Santana Moss,59.0,FL,
3727,Santonio Holmes,53.0,OH,
3728,Saverio Rocca,37.333333333333336,,
3729,Scott Chandler,66.0,IA,Iowa State University
3730,Scott Crichton,32.0,OR,
3731,Scott Fujita,60.5,CA,California Lutheran University
3732,Scott Lutrus,11.0,CT,Central Connecticut State University
3733,Scott Mruczkowski,48.0,OH,Bowling Green State University
3734,Scott Paxson,11.0,PA,
3735,Scott Shanle,66.5,NE,University of Nebraska at Kearney
3736,Scott Solomon,21.5,TX,Rice University
3737,Scott Tolzien,22.6,WI,University of Wisconsin at La Crosse
3738,Scott Wedige,11.0,IL,Northern Illinois University
3739,Scott Wells,80.5,TN,East Tennessee State University
3740,Sealver Siliga,40.166666666666664,UT,College of Eastern Utah
3741,Sean Baker,11.0,IN,
3742,Sean Cattouse,11.0,CA,California Lutheran University
3743,Sean Considine,32.0,IA,Iowa State University
3744,Sean Culkin,11.0,MO,Missouri Southern State University
3745,Sean Davis,74.66666666666667,MD,College of Southern Maryland
3746,Sean Jones,66.0,GA,Coastal Georgia Community College
3747,Sean Jones,66.0,GA,Northeastern Illinois University
3748,Sean Lissemore,58.2,VA,
3749,Sean Locklear,69.0,NC,
3750,Sean Mannion,16.25,OR,
3751,Sean McGrath,23.0,AK,
3752,Sean Porter,11.0,TX,
3753,Sean Renfree,11.0,NC,Duke University
3754,Sean Smith,75.28571428571429,UT,College of Eastern Utah
3755,Sean Smith,75.28571428571429,UT,
3756,Sean Smith,75.28571428571429,UT,
3757,Sean Spence,50.0,FL,
3758,Sean Weatherspoon,52.0,MO,Missouri Southern State University
3759,Seantavius Jones,11.0,GA,
3760,Seantrel Henderson,46.6,FL,
3761,Sebastian Janikowski,61.142857142857146,FL,
3762,Sebastian Vollmer,82.6,TX,Houston Baptist University
3763,Sedrick Ellis,76.0,SC,
3764,Selvish Capers,11.0,WV,West Virginia State University
3765,Sen'Derrick Marks,66.0,AL,Auburn University
3766,Seneca Wallace,29.5,IA,
3767,Senio Kelemete,57.666666666666664,WA,Central Washington University
3768,Sergio Brown,39.5,IN,University of Notre Dame
3769,Sergio Kindle,11.0,TX,North Central Texas College
3770,Seth Devalve,37.333333333333336,NJ,Princeton University
3771,Seth Olsen,40.0,IA,Iowa State University
3772,Seyi Ajirotutu,15.2,CA,
3773,Shalom Luani,32.0,WA,
3774,Shamar Stephen,61.4,CT,Central Connecticut State University
3775,Shamarko Thomas,28.5,NY,Syracuse University
3776,Shamiel Gary,21.5,OK,
3777,Shane Lechler,62.0,TX,
3778,Shane McDermott,11.0,FL,
3779,Shane Ray,54.5,MO,Missouri Southern State University
3780,Shane Smith,11.0,CA,
3781,Shane Vereen,59.142857142857146,CA,California Lutheran University
3782,Shann Schillinger,18.0,MT,
3783,Shaq Lawson,54.666666666666664,SC,Clemson University
3784,Shaq Mason,87.0,GA,
3785,Shaq Thompson,76.0,WA,Central Washington University
3786,Shaquil Barrett,47.4,CO,
3787,Shareece Wright,49.0,SC,
3788,Sharrod Neasman,25.0,FL,Florida Atlantic University
3789,Shaun Chapas,11.0,GA,Coastal Georgia Community College
3790,Shaun Cody,81.0,SC,
3791,Shaun Draughn,31.333333333333332,NC,North Carolina A&T State University
3792,Shaun Ellis,66.0,TN,East Tennessee State University
3793,Shaun Hill,23.666666666666668,MD,College of Southern Maryland
3794,Shaun Phillips,69.75,IN,Purdue University
3795,Shaun Prater,21.5,IA,Iowa State University
3796,Shaun Rogers,39.333333333333336,TX,North Central Texas College
3797,Shaun Smith,49.0,SC,South Carolina State University
3798,Shaun Suisham,57.5,OH,Bowling Green State University
3799,Shawn Lauvao,68.25,AZ,
3800,Shawn Powell,32.0,FL,
3801,Shawn Williams,58.0,GA,Coastal Georgia Community College
3802,Shawne Merriman,40.0,MD,College of Southern Maryland
3803,Shawntae Spencer,32.0,PA,University of Pittsburgh
3804,Shayne Graham,34.4,VA,
3805,Shayne Skov,32.0,CA,Stanford University
3806,Shelby Harris,39.25,IL,
3807,Sheldon Brown,87.0,SC,South Carolina State University
3808,Sheldon Day,37.333333333333336,IN,University of Notre Dame
3809,Sheldon Price,21.5,CA,
3810,Sheldon Rankins,67.33333333333333,KY,University of Louisville
3811,Shelley Smith,51.666666666666664,CO,
3812,Shelton Gibson,11.0,WV,West Virginia State University
3813,Shelton Johnson,11.0,WI,University of Wisconsin at La Crosse
3814,Sherrick McManis,34.0,OK,Northwestern Oklahoma State University
3815,Shilique Calhoun,25.0,MI,
3816,Shiloh Keo,43.4,ID,Brigham Young University-Idaho
3817,Shon Coleman,45.0,AL,Auburn University
3818,Shonn Greene,65.0,IA,Iowa State University
3819,Sidney Rice,69.0,SC,South Carolina State University
3820,Silas Redd,32.0,SC,
3821,Sio Moore,62.5,CT,Central Connecticut State University
3822,Sione Fua,33.5,CA,Stanford University
3823,Sione Pouha,87.0,UT,College of Eastern Utah
3824,Skye Dawson,11.0,TX,
3825,Solomon Patton,11.0,FL,Central Florida Community College
3826,Spencer Adkins,32.0,FL,
3827,Spencer Drango,69.5,TX,Baylor University
3828,Spencer Hadley,11.0,UT,
3829,Spencer Johnson,52.5,AL,Auburn University
3830,Spencer Lanning,30.333333333333332,SC,South Carolina State University
3831,Spencer Larsen,18.0,AZ,Arizona State University
3832,Spencer Paysinger,41.857142857142854,OR,Oregon State University
3833,Spencer Pulley,64.66666666666667,TN,Vanderbilt University
3834,Spencer Ware,57.75,LA,
3835,Stacy Andrews,48.0,MS,Mississippi College
3836,Stacy Coley,11.0,FL,
3837,Stacy McGee,53.5,OK,East Oklahoma State College
3838,Stanford Routt,66.0,TX,Houston Baptist University
3839,Stanley Havili,21.5,SC,
3840,Stanley Jean-Baptiste,11.0,NE,University of Nebraska at Kearney
3841,Stansly Maponga,25.0,TX,
3842,Star Lotulelei,83.33333333333333,UT,College of Eastern Utah
3843,Stedman Bailey,48.666666666666664,WV,West Virginia State University
3844,Stefan Logan,11.0,SD,South Dakota State University
3845,Stefan McClure,11.0,CA,California Lutheran University
3846,Stefen Wisniewski,76.875,PA,
3847,Stefon Diggs,89.0,MD,College of Southern Maryland
3848,Stepfan Taylor,30.333333333333332,CA,Stanford University
3849,Stephen Anderson,45.5,CA,California Lutheran University
3850,Stephen Bowen,65.2,NY,Hofstra University
3851,Stephen Burton,11.0,CA,
3852,Stephen Cooper,11.0,ME,University of Maine at Orono
3853,Stephen Franklin,11.0,IL,Southern Illinois University Carbondale
3854,Stephen Goodin,11.0,NE,
3855,Stephen Gostkowski,66.75,TN,University of Memphis
3856,Stephen Hill,48.0,GA,
3857,Stephen McGee,32.0,TX,
3858,Stephen Nicholas,67.66666666666667,FL,South Florida Community College
3859,Stephen Paea,56.285714285714285,OR,
3860,Stephen Peterman,91.0,LA,
3861,Stephen Schilling,34.75,MI,Central Michigan University
3862,Stephen Spach,11.0,CA,
3863,Stephen Tulloch,71.0,NC,
3864,Stephen Weatherly,52.5,TN,Vanderbilt University
3865,Stephen Williams,11.0,IN,Indiana State University
3866,Stephen Williams,11.0,IN,University of Toledo
3867,Stephon Gilmore,78.71428571428571,SC,South Carolina State University
3868,Stephon Heyer,48.0,MD,College of Southern Maryland
3869,Stephon Tuitt,78.2,IN,University of Notre Dame
3870,Stephone Anthony,47.75,SC,Clemson University
3871,Sterling Moore,40.857142857142854,TX,
3872,Sterling Shepard,77.0,OK,East Oklahoma State College
3873,Stevan Ridley,50.875,LA,
3874,Steve Beauharnais,11.0,NJ,"Rutgers, the State University of New Jersey"
3875,Steve Breaston,42.0,MI,Central Michigan University
3876,Steve Gregory,68.33333333333333,NY,Syracuse University
3877,Steve Hutchinson,79.0,MI,Central Michigan University
3878,Steve Johnson,74.6,KY,Eastern Kentucky University
3879,Steve Johnson,74.6,KY,
3880,Steve Maneri,16.25,TX,Temple College
3881,Steve McLendon,68.875,AL,Troy University
3882,Steve Slaton,11.0,WV,West Virginia State University
3883,Steve Smith,72.5,MI,Central Michigan University
3884,Steve Smith,72.5,MI,College of Eastern Utah
3885,Steve Smith,72.5,MI,Oregon State University
3886,Steve Smith,72.5,MI,
3887,Steve Smith,72.5,MI,
3888,Steve Vallos,23.333333333333332,NC,Wake Forest University
3889,Steve Weatherford,45.0,IL,Eastern Illinois University
3890,Steve Williams,37.333333333333336,CA,California Lutheran University
3891,Steve Williams,37.333333333333336,CA,
3892,Steven Baker,11.0,NC,East Carolina University
3893,Steven Jackson,69.6,OR,
3894,Steven Johnson,34.166666666666664,KS,Kansas City Kansas Community College
3895,Steven Means,31.0,NY,Buffalo State College
3896,Steven Nelson,56.5,OR,
3897,Steven Terrell,33.5,TX,
3898,Stevenson Sylvester,37.333333333333336,UT,College of Eastern Utah
3899,Stevie Brown,49.666666666666664,MI,Central Michigan University
3900,Stewart Bradley,40.0,NE,University of Nebraska at Kearney
3901,Storm Johnson,11.0,FL,Central Florida Community College
3902,Su'a Cravens,40.0,SC,
3903,Sylvester Williams,74.0,NC,North Carolina A&T State University
3904,T.J. Barnes,23.333333333333332,GA,
3905,T.J. Clemmings,52.75,PA,University of Pittsburgh
3906,T.J. Conley,32.0,ID,Brigham Young University-Idaho
3907,T.J. Fatinikun,21.5,OH,University of Toledo
3908,T.J. Graham,40.25,NC,
3909,T.J. Green,48.0,SC,Clemson University
3910,T.J. Heath,11.0,AL,
3911,T.J. Houshmandzadeh,32.0,OR,
3912,T.J. Johnson,30.75,SC,South Carolina State University
3913,T.J. Jones,38.75,IN,University of Notre Dame
3914,T.J. Lang,88.5,MI,
3915,T.J. McDonald,70.16666666666667,SC,
3916,T.J. Ward,74.14285714285714,OR,Oregon State University
3917,T.J. Yates,28.666666666666668,NC,North Carolina A&T State University
3918,T.J. Yeldon,72.5,AL,University of Alabama
3919,T.Y. Hilton,93.42857142857143,FL,Florida International University
3920,T.Y. McGill,21.5,NC,
3921,Tahir Whitehead,68.28571428571429,TX,Temple College
3922,Taiwan Jones,18.0,MI,
3923,Taiwan Jones,18.0,MI,
